name,source,category,path,skill_md,description
telegram-bot-builder,davila7,enterprise-communication,davila7/enterprise-communication/telegram-bot-builder,davila7/enterprise-communication/telegram-bot-builder/SKILL.md,"Expert in building Telegram bots that solve real problems - from simple automation to complex AI-powered bots. Covers bot architecture, the Telegram Bot API, user experience, monetization strategies, and scaling bots to thousands of users. Use when: telegram bot, bot api, telegram automation, chat b"
telegram-mini-app,davila7,enterprise-communication,davila7/enterprise-communication/telegram-mini-app,davila7/enterprise-communication/telegram-mini-app/SKILL.md,"Expert in building Telegram Mini Apps (TWA) - web apps that run inside Telegram with native-like experience. Covers the TON ecosystem, Telegram Web App API, payments, user authentication, and building viral mini apps that monetize. Use when: telegram mini app, TWA, telegram web app, TON app, mini ap"
twilio-communications,davila7,enterprise-communication,davila7/enterprise-communication/twilio-communications,davila7/enterprise-communication/twilio-communications/SKILL.md,"Build communication features with Twilio: SMS messaging, voice calls, WhatsApp Business API, and user verification (2FA). Covers the full spectrum from simple notifications to complex IVR systems and multi-channel authentication. Critical focus on compliance, rate limits, and error handling. Use whe"
writing-clearly-and-concisely,davila7,enterprise-communication,davila7/enterprise-communication/writing-clearly-and-concisely,davila7/enterprise-communication/writing-clearly-and-concisely/SKILL.md,"Use when writing prose humans will read—documentation, commit messages, error messages, explanations, reports, or UI text. Applies Strunk's timeless rules for clearer, stronger, more professional writing."
commit-smart,davila7,git,davila7/git/commit-smart,davila7/git/commit-smart/SKILL.md,"Analyze staged/unstaged changes and create semantic conventional commits with context about WHY, not just WHAT. Auto-detects commit type and scope from the diff. Supports optional type/scope arguments. Usage - /commit-smart, /commit-smart fix, /commit-smart refactor api"
gcc,davila7,git,davila7/git/git-context-controller,davila7/git/git-context-controller/SKILL.md,"Git Context Controller (GCC) - Manages agent memory as a versioned file system under .GCC/. This skill should be used when working on multi-step projects that benefit from structured memory persistence, milestone tracking, branching for alternative approaches, and cross-session context recovery. Tri"
gmod-addon-maker,davila7,,davila7/gmod-addon-maker,davila7/gmod-addon-maker/SKILL.md,"| A tool for creating and managing Garry's Mod addons, including Lua scripting, content creation, and addon packaging. Use when: developing new addons, writing Lua scripts for GMod, organizing addon files, or when user mentions Garry's Mod, GMod, Lua scripting, or addon development."
x-twitter-scraper,davila7,marketing,davila7/marketing/x-twitter-scraper,davila7/marketing/x-twitter-scraper/SKILL.md,"X API & Twitter scraper skill for AI coding agents. Builds integrations with the Xquik REST API, MCP server & webhooks: tweet search, user lookup, follower extraction, engagement metrics, giveaway contest draws, trending topics, account monitoring, reply/retweet/quote extraction, community & Space d"
image-enhancer,davila7,media,davila7/media/image-enhancer,davila7/media/image-enhancer/SKILL.md,"Improves the quality of images, especially screenshots, by enhancing resolution, sharpness, and clarity. Perfect for preparing images for presentations, documentation, or social media posts."
screenshot,davila7,media,davila7/media/screenshot,davila7/media/screenshot/SKILL.md,"Use when the user explicitly asks for a desktop or system screenshot (full screen, specific app or window, or a pixel region), or when tool-specific capture capabilities are unavailable and an OS-level capture is needed."
speech,davila7,media,davila7/media/speech,davila7/media/speech/SKILL.md,"Use when the user asks for text-to-speech narration or voiceover, accessibility reads, audio prompts, or batch speech generation via the OpenAI Audio API; run the bundled CLI (`scripts/text_to_speech.py`) with built-in voices and require `OPENAI_API_KEY` for live calls. Custom voice creation is out "
transcribe,davila7,media,davila7/media/transcribe,davila7/media/transcribe/SKILL.md,"Transcribe audio files to text with optional diarization and known-speaker hints. Use when a user asks to transcribe speech from audio/video, extract text from recordings, or label speakers in interviews or meetings."
video-downloader,davila7,media,davila7/media/video-downloader,davila7/media/video-downloader/SKILL.md,"Downloads videos from YouTube and other platforms for offline viewing, editing, or archival. Handles various formats and quality options."
PocketBase API Rules,davila7,pocketbase,davila7/pocketbase/pb-api-rules,davila7/pocketbase/pb-api-rules/SKILL.md,"API rules and filter expressions for PocketBase access control. Use when setting permissions, writing filter expressions, configuring who can access what, or debugging 403/404 responses. Covers all 5 rule types, filter syntax, operators, request/collection macros, and field modifiers."
PocketBase Collections,davila7,pocketbase,davila7/pocketbase/pb-collections,davila7/pocketbase/pb-collections/SKILL.md,"Collection and schema design for PocketBase. Use when creating collections, designing schemas, adding fields, setting up relations, or choosing between base/auth/view collection types. Prevents wrong field types, documents zero-default behavior, and covers relation cascading."
PocketBase Deploy,davila7,pocketbase,davila7/pocketbase/pb-deploy,davila7/pocketbase/pb-deploy/SKILL.md,"Production deployment for PocketBase. Use when deploying PocketBase to a server, setting up Docker, configuring systemd, reverse proxy (nginx/Caddy), TLS, SMTP, backups, S3 storage, rate limiting, or hardening for production. Provides ready-to-use configs."
